syn1	syn2
00598954-v	02169702-v
00599992-v	00597915-v
00599992-v	00644583-v
00599992-v	02236624-v
00599992-v	05755883-n
00603298-v	01738774-v
00603298-v	02553697-v
00606370-n	08436562-n
00606093-v	00894552-n
00605516-a	00611281-a
00607405-v	00599992-v
00607405-v	00644503-n
00607405-v	00644583-v
00607405-v	05755883-n
00607609-v	01471538-a
00607780-v	00609683-v
00607780-v	00628491-v
00607780-v	00631737-v
00607780-v	00959524-v
00608791-a	10042845-n
00609683-v	00607780-v
00609683-v	00689950-v
00609683-v	00711715-v
00609683-v	01634142-v
00610167-v	00609100-v
00610167-v	00614829-v
00610592-n	06364641-n
00610374-v	02193194-v
00611143-n	08441203-n
00611972-n	06148148-n
00611047-a	01690767-a
00611281-a	00605516-a
00613018-v	00613683-v
00613018-v	02009433-v
00613018-v	02383440-v
00613393-v	02228031-v
00613973-n	06182144-n
00613683-v	00136991-v
00613683-v	02009433-v
00613683-v	02015598-v
00613683-v	02383440-v
00616857-v	00800930-v
00618878-v	01494310-v
00619610-v	00621734-v
00620752-n	08180639-n
00619972-a	01100877-n
00619972-a	02112108-a
00621627-n	00786195-n
00621734-v	00619610-v
00623151-v	00938247-v
00623862-n	04709253-n
00623862-n	05686955-n
00623862-n	14408086-n
00624738-n	00099721-v
00624738-n	00100551-v
00624476-v	00524682-v
00624476-v	01151110-v
00624476-v	01156834-v
00624476-v	01214265-v
00624476-v	01999798-v
00624476-v	02109045-v
00624476-v	02236124-v
00624476-v	02267989-v
00624476-v	02599636-v
00624476-v	02627934-v
00625119-v	00626428-v
00625119-v	00627091-v
00625699-n	00298896-v
00625055-a	02161432-a
00628692-n	00341243-n
00628491-v	00607780-v
00628491-v	00631737-v
00628491-v	00689344-v
00628491-v	01637166-v
00631378-n	02568672-v
00631737-v	00607780-v
00631737-v	00628491-v
00631737-v	00633443-v
00631737-v	00689344-v
00631737-v	00917300-v
00632236-v	01982395-v
00631391-a	00105162-r
00631391-a	00205052-r
00631391-a	00387828-r
00631391-a	05174653-n
00631798-a	01837744-a
00633443-v	00631737-v
00633443-v	00917300-v
00632438-a	02035337-a
00634472-v	09178999-n
00635523-v	00698855-v
00635523-v	06743506-n
00635523-v	06746005-n
00636061-v	00672433-v
00636279-v	06746005-n
00636441-v	01644050-v
00636574-v	00251791-v
00636888-v	01647229-v
00636888-v	01856066-a
00636888-v	06658118-n
00636888-v	09215315-n
00639556-n	02532595-v
00639998-v	01531957-a
00640136-v	13731021-n
00640136-v	13878634-n
00640385-v	13733402-n
00640828-v	01027174-v
00642098-v	02467662-v
00642644-v	00593669-v
00643943-n	02152504-v
00644503-n	00644583-v
00644503-n	02166460-v
00644503-n	05705355-n
00644503-n	05755883-n
00644503-n	05996646-n
00644503-n	06469694-n
00644583-v	00599992-v
00644583-v	00607405-v
00644583-v	00644503-n
00644583-v	00786816-v
00644583-v	00788564-v
00644583-v	05755883-n
00644583-v	07218470-n
00646187-n	06057539-n
00647094-v	00489837-v
00647094-v	00681429-v
00648224-v	00649481-v
00648224-v	00945401-n
00647247-a	02463847-a
00647542-a	00903894-a
00650353-v	01009240-v
00650353-v	02193194-v
00651813-n	05748786-n
00651813-n	13855627-n
00651480-v	14620066-n
00651991-v	00921738-v
00652346-v	00987071-v
00652900-v	00653620-v
00653620-v	00652900-v
00654885-n	02550296-v
00654885-n	05650579-n
00654885-n	05702275-n
00654625-v	07997703-n
00656132-a	00647542-a
00661213-v	00651813-n
00660313-a	02985102-a
00661824-v	05738625-n
00661824-v	13381734-n
00661278-a	01552519-v
00662589-v	00591115-v
00662589-v	00661824-v
00662589-v	00662182-v
00662589-v	02129289-v
00664788-v	00820976-v
00664788-v	00923793-v
00664788-v	01015244-v
00664788-v	01647672-v
00664788-v	01686956-v
00664788-v	02148788-v
00664788-v	02427103-v
00664788-v	02633881-v
00664788-v	06879521-n
00665476-v	01617192-v
00665476-v	01647229-v
00665476-v	02560585-v
00668099-v	00065070-v
00668099-v	01546111-v
00668099-v	02611373-v
00668099-v	02630871-v
00669762-v	00557404-v
00669762-v	02267989-v
00669762-v	02627934-v
00670991-v	01546111-v
00672433-v	00636061-v
00672433-v	00875246-n
00672433-v	00915976-a
00672433-v	06783598-n
00678282-v	06495328-n
00678547-v	07309599-n
00683280-v	00689344-v
00683280-v	00721098-v
00684273-v	00721098-v
00684838-v	00183879-v
00684838-v	02632940-v
00685081-v	00948071-v
00686447-v	00719231-v
00686447-v	00797697-v
00687523-v	00687295-v
00687738-v	14439745-n
00689344-v	00628491-v
00689344-v	00631737-v
00689344-v	00683280-v
00689344-v	00684273-v
00689344-v	00708538-v
00689344-v	00721098-v
00689950-v	00730052-v
00690305-v	00105958-v
00690305-v	00715239-v
00690305-v	01771535-v
00690305-v	02106006-v
00690305-v	02110552-v
00690305-v	02127613-v
00690614-v	00591115-v
00690614-v	00734054-v
00690614-v	00950431-v
00690614-v	01635432-v
00690614-v	02023107-v
00690614-v	02128873-v
00690614-v	02129289-v
00690614-v	02130300-v
00690614-v	02166460-v
00690614-v	02488488-v
00690614-v	05945642-n
00690614-v	06208751-n
00691944-v	00618451-v
00692329-v	00734587-v
00693780-v	01773130-v
00694068-v	02457233-v
00696189-v	06410391-n
00695209-a	00704898-a
00697589-v	00699815-v
00697589-v	00918872-v
00697589-v	00947077-v
00699815-v	01062395-v
00701040-v	00157081-n
00701040-v	00699815-v
00701040-v	05064037-n
00700884-a	00335421-a
00700884-a	00336831-a
00700884-a	00340239-a
00703708-v	00591115-v
00704690-v	00705227-v
00704690-v	01638368-v
00704690-v	01639714-v
00704690-v	05898568-n
00705227-v	05898568-n
00706047-v	05950733-n
00706243-v	00875394-v
00706557-v	02296726-v
00705498-a	01210854-a
00708538-v	00689344-v
00708538-v	00730052-v
00708538-v	00955148-v
00708538-v	02635189-v
00708980-v	00875394-v
00708980-v	05982152-n
00709205-v	01825237-v
00709625-v	00928077-n
00709625-v	05728678-n
00712225-n	00949134-n
00711715-v	00609683-v
00712135-v	01635432-v
00712135-v	05217168-n
00712135-v	05803379-n
00712135-v	06749881-n
00713015-v	01150559-v
00713167-v	00953058-v
00713167-v	03673971-n
00715239-v	00105958-v
00715239-v	00522751-v
00715239-v	00918872-v
00715239-v	01771535-v
00715239-v	02106006-v
00715239-v	02128873-v
00715239-v	02154508-v
00715239-v	02212275-v
00715239-v	02213336-v
00715239-v	02248465-v
00715239-v	02285629-v
00715868-v	05846054-n
00716531-v	00716345-v
00715140-a	02710530-a
00716370-a	01815838-a
00719705-n	00582388-n
00719705-n	00584769-n
00719705-n	03599761-n
00719062-v	00306017-v
00719231-v	00797697-v
00719734-v	00720063-v
00719734-v	00755745-v
00720565-n	00007703-r
00720565-n	05149325-n
00720565-n	08337324-n
00720565-n	13809207-n
00720063-v	00719734-v
00720063-v	02637938-v
00720063-v	02641463-v
00721431-n	00658052-v
00721431-n	08513718-n
00721431-n	08664443-n
00720961-v	00952524-v
00720961-v	00953216-v
00720961-v	01009240-v
00721098-v	00683280-v
00721098-v	00689344-v
00722061-n	05929008-n
00721437-v	00598954-v
00721437-v	00918872-v
00721437-v	02128873-v
00721437-v	02154508-v
00721437-v	02248465-v
00721437-v	02285629-v
00722232-v	02676496-v
00723547-n	01010862-a
00723783-n	02202146-a
00724168-n	02202307-a
00724150-v	00802318-v
00724150-v	02423183-v
00724492-v	00848707-v
00724492-v	05837957-n
00725274-v	02596493-v
00725748-v	01215421-v
00726300-v	00677683-v
00728393-v	01767949-v
00728617-v	00591115-v
00729109-v	02712772-v
00729109-v	13773361-n
00729378-v	00925110-v
00729378-v	00925490-v
00729378-v	07509996-n
00730052-v	00689950-v
00730052-v	00708538-v
00730052-v	00931852-v
00730052-v	01587787-a
00730052-v	01634142-v
00730052-v	02635189-v
00730984-n	00731222-n
00731222-n	00730984-n
00731222-n	00970645-n
00731222-n	02475922-v
00729246-a	00007846-n
00730758-v	00120316-v
00730758-v	00770437-v
00730758-v	01617192-v
00730758-v	02020590-v
00730758-v	02560585-v
00732224-v	02235842-v
00732224-v	02316868-v
00732552-v	02154508-v
00732552-v	02450505-v
00732552-v	02684924-v
00734054-v	00524682-v
00734054-v	00690614-v
00734054-v	00813044-v
00734054-v	00950431-v
00734054-v	02077656-v
00734054-v	02130300-v
00734054-v	02166460-v
00734054-v	02267989-v
00734054-v	02599636-v
00734587-v	00692329-v
00740577-v	00742320-v
00742320-v	00740577-v
00743223-v	00795720-n
00743223-v	01690972-v
00743344-v	01440139-v
00743344-v	02006834-v
00743344-v	02020590-v
00745637-n	01131043-a
00745499-v	00746718-v
00745499-v	05091316-n
00745499-v	07168623-n
00746366-v	05652593-n
00746366-v	05983654-n
00744916-a	00091332-r
00746718-v	00745499-v
00746718-v	00952524-v
00746718-v	00953216-v
00746718-v	00954422-v
00746718-v	01009240-v
00746718-v	01016002-v
00746718-v	01019643-v
00746718-v	07168623-n
00747418-v	02504562-v
00747418-v	05194578-n
00748515-n	01170052-v
00748515-n	07881800-n
00748058-a	02448437-a
00749230-a	00147876-r
00749230-a	01272176-a
00749230-a	01808139-a
00751567-v	02627934-v
00751567-v	07168131-n
00750296-a	02174896-a
00752493-v	00755745-v
00752493-v	00784727-v
00752764-v	06513366-n
00754942-v	07191279-n
00755745-v	00719734-v
00755745-v	00720063-v
00755745-v	00752493-v
00755745-v	00784727-v
00756076-v	00674607-v
00756076-v	01214265-v
00756076-v	02267989-v
00756338-v	02275365-v
00756338-v	06730563-n
00757080-n	02565687-v
00757080-n	04827957-n
00756091-a	00226071-v
00756459-a	02324397-a
00758333-v	06729864-n
00759269-v	00782057-v
00758800-a	02236842-a
00760916-a	00749205-v
00764222-v	00805376-v
00765396-v	01158872-v
00765977-v	01871979-v
00770270-n	00770543-n
00770543-n	00770270-n
00770437-v	00120316-v
00770437-v	00120796-v
00770437-v	00522751-v
00770437-v	01433294-v
00770437-v	01617192-v
00770437-v	01640207-v
00770437-v	01645601-v
00770437-v	02203362-v
00770437-v	02560585-v
00770437-v	02630189-v
00770437-v	07326557-n
00771490-v	02423183-v
00771632-v	01732921-v
00771632-v	02635956-v
00770480-a	00760916-a
00772640-v	00921300-v
00772640-v	00923793-v
00772967-v	01731351-a
00772967-v	01846413-a
00772967-v	02148788-v
00772967-v	15119536-n
00778275-v	00662318-a
00779061-v	02641035-v
00779374-a	02067063-a
00781000-v	02684924-v
00780011-a	00195617-v
00784727-v	00752493-v
00784727-v	00755745-v
00785008-v	06783768-n
00785008-v	07193596-n
00786195-n	00036762-n
00786195-n	00621627-n
00786195-n	01651293-v
00786195-n	02530167-v
00787465-n	13809207-n
00788184-v	07196682-n
00788973-n	02407338-v
00789448-v	00792471-v
00789448-v	06272803-n
00791078-n	01717169-v
00791078-n	05799212-n
00792471-v	00789448-v
00792471-v	00913065-v
00794367-n	02531625-v
00792641-a	01062393-a
00792641-a	10628644-n
00795720-n	01638368-v
00797430-v	02237338-v
00797430-v	02707800-v
00797697-v	00686447-v
00798245-n	02505358-v
00799076-v	01994442-v
00802318-v	00724150-v
00802318-v	02423183-v
00802318-v	06549661-n
00803617-n	02510337-v
00803617-n	05196375-n
00805376-v	02657219-v
00806502-v	06687358-n
00805115-a	00094448-a
00807461-v	05981230-n
00808855-v	06783768-n
00810598-n	05651399-n
00812298-v	05600637-n
00812526-n	01574292-v
00813044-v	00690614-v
00813044-v	00734054-v
00811536-a	01737241-a
00812952-a	00100681-r
00812952-a	00817424-a
00812952-a	01729384-a
00815171-v	00815686-v
00815171-v	06743506-n
00815686-v	00717358-v
00815686-v	00719590-v
00815686-v	00815171-v
00815686-v	06743506-n
00815686-v	06746005-n
00815686-v	07200527-n
00816556-v	00817003-v
00816556-v	02212825-v
00817003-v	02212825-v
00817311-v	02502536-v
00815941-a	08523483-n
00818362-n	04193035-n
00816481-a	01901186-a
00818974-v	00777931-v
00817424-a	00100082-r
00817424-a	00812952-a
00817424-a	01729384-a
00818008-a	01646941-a
00820976-v	00664788-v
00820721-a	00097674-a
00823350-a	00323786-r
00823350-a	13832355-n
00824321-a	13834399-n
00828336-a	02882570-a
00830448-n	05196375-n
00830448-n	13827205-n
00830761-v	07240549-n
00831651-v	00833199-v
00830981-a	00831225-a
00833702-v	09931640-n
00834259-v	02653381-v
00832784-a	00510644-a
00832784-a	00839225-a
00832784-a	01129977-a
00835032-n	14841770-n
00834198-a	00832784-a
00836236-v	00988028-v
00836236-v	02620587-v
00836236-v	02699497-v
00836544-a	00744916-a
00842538-v	07237758-n
00843468-v	06561942-n
00848707-v	05837957-n
00853145-n	04768028-n
00853776-a	01927279-a
00858558-a	10658676-n
00859949-a	02940392-a
00864159-v	02149302-v
00866314-v	07160424-n
00867409-v	06783768-n
00867409-v	07193596-n
00868591-v	07231294-n
00870577-v	00870213-v
00871405-v	02697120-v
00871942-v	00917772-v
00872414-v	02694426-n
00872886-v	00875394-v
00874067-n	05789432-n
00874067-n	05837957-n
00874806-n	05736149-n
00875394-v	00706243-v
00875394-v	00930806-v
00874092-a	01778212-a
00877083-v	02676054-v
00877127-n	02130524-v
00877127-n	02133435-v
00877127-n	02153709-v
00877327-v	00636921-n
00877625-n	01893000-v
00877625-n	02165304-v
00878136-v	00024720-n
00878136-v	08654360-n
00878348-v	00878636-v
00878456-n	02132745-v
00880662-n	02455407-v
00881649-n	00690614-v
00881649-n	05933246-n
00883297-n	05984287-n
00884011-v	00884317-v
00884011-v	05950733-n
00884317-v	07226545-n
00884466-n	08238463-n
00884466-n	08377085-n
00886039-n	00367768-n
00887463-v	02316868-v
00888786-v	01651293-v
00888786-v	06520944-n
00890590-v	01019643-v
00889831-a	02664769-v
00892467-v	02475535-v
00891170-a	00017445-r
00895304-v	01127795-v
00894980-a	02829094-a
00897241-v	00728617-v
00898210-v	00898434-v
00898434-v	00336430-n
00898434-v	00898210-v
00901103-v	00772967-v
00900616-a	01276150-a
00900616-a	09367203-n
00905852-v	01227190-n
00905386-a	02723563-a
00909219-v	01044533-v
00910203-n	04063661-n
00910135-v	07210225-n
00911048-n	02913152-n
00910101-a	00659259-a
00910101-a	01021794-a
00910101-a	13861050-n
00912473-v	00913065-v
00912833-v	00913065-v
00912960-n	04007894-n
00913065-v	00792471-v
00913065-v	00912473-v
00913065-v	00912833-v
00913065-v	01028748-v
00913065-v	06198505-n
00913065-v	07123012-n
00914795-n	05203397-n
00915605-v	01048718-v
00917300-v	00633443-v
00917300-v	01009240-v
00917300-v	01016002-v
00918872-v	00598954-v
00918872-v	00697589-v
00918872-v	00721437-v
00918872-v	00947077-v
00918872-v	02154508-v
00918872-v	02213336-v
00918872-v	02248465-v
00918872-v	02285629-v
00919018-a	01270486-a
00920336-v	00591115-v
00920336-v	01635432-v
00920336-v	02023107-v
00920336-v	02128873-v
00920336-v	02129289-v
00920336-v	02488304-v
00921300-v	00772640-v
00921300-v	00923793-v
00921014-a	02306763-a
00922867-v	01015244-v
00922867-v	02148788-v
00923444-n	08065234-n
00923307-v	00922867-v
00923622-v	01410223-v
00923793-v	00664788-v
00923793-v	00772640-v
00923793-v	00921300-v
00923793-v	00928015-v
00923793-v	00943837-v
00923793-v	01015244-v
00923793-v	02148788-v
00923793-v	05817845-n
00923793-v	13939892-n
00925110-v	00729378-v
00925110-v	07289588-n
00925735-v	07289588-n
00926472-v	00712135-v
00927430-v	00875394-v
00928077-n	00709625-v
00928077-n	01638368-v
00928077-n	01640550-v
00928077-n	05728678-n
00928077-n	05902327-n
00928371-n	01144133-n
00927373-a	00035465-a
00929362-v	04679738-n
00929509-v	02061495-v
00929718-n	06363778-n
00930806-v	00875394-v
00931467-v	02676054-v
00931852-v	00955148-v
00931852-v	02635189-v
00932324-v	00931852-v
00933420-n	02743547-n
00933403-v	04981941-n
00933821-v	02140033-v
00936620-n	03876519-n
00937186-a	01640850-a
00939277-v	01065456-v
00939818-n	07038615-n
00939444-a	00900071-a
00941140-n	02671062-n
00941166-v	00229605-v
00941990-v	00937208-v
00941990-v	00962447-v
00941990-v	00963570-v
00943837-v	00940384-v
00943837-v	01015244-v
00943837-v	02148788-v
00945401-n	00637354-n
00945853-v	02472223-v
00945853-v	06481320-n
00947128-n	01158572-v
00947128-n	01158872-v
00947128-n	13451804-n
00947077-v	00260648-v
00947077-v	00918872-v
00947077-v	01340439-v
00947077-v	07996689-n
00947439-v	06333653-n
00947857-v	00948071-v
00948206-n	08549070-n
00948071-v	13591761-n
00948103-a	01037885-a
00948670-a	01038332-a
00949619-n	06125041-n
00950431-v	00690614-v
00950431-v	00734054-v
00950431-v	00813044-v
00950431-v	00948071-v
00950431-v	02166460-v
00950431-v	02704818-v
00952524-v	00650353-v
00952524-v	00720961-v
00952524-v	00746718-v
00952524-v	00953216-v
00952524-v	00954422-v
00952524-v	01009240-v
00952524-v	01019643-v
00952963-n	00037396-n
00953216-v	00952524-v
00953216-v	01009240-v
00953559-n	00788973-n
00952761-a	00110659-r
00952761-a	01692969-a
00953213-a	08588152-n
00954422-v	00952524-v
00955148-v	00708538-v
00955148-v	00931852-v
00955148-v	02635189-v
00955148-v	02742482-v
00955601-v	01795933-a
00956250-v	05817845-n
00958334-v	00957679-v
00959524-v	02004874-v
00959827-v	01436290-v
00959530-a	02460502-a
00962447-v	00941990-v
00962447-v	00963570-v
00962447-v	07135734-n
00962447-v	07139316-n
00963570-v	00941990-v
00965035-v	00965390-v
00965035-v	00965542-v
00965035-v	00966809-v
00965035-v	00987071-v
00965035-v	06681551-n
00965035-v	07217924-n
00965035-v	07218470-n
00965035-v	07391516-n
00965404-n	05194578-n
00965687-v	07218470-n
00966492-v	00661824-v
00966809-v	00965035-v
00966809-v	00965687-v
00966809-v	00967098-v
00966809-v	06681551-n
00966809-v	07217924-n
00966809-v	07218470-n
00966357-a	01638438-a
00967625-v	01063049-v
00967625-v	01745722-v
00967625-v	05814650-n
00967129-a	00966753-a
00968010-a	01265308-a
00968010-a	01917594-a
00971015-v	00789448-v
00971015-v	01028748-v
00971463-n	01212519-n
00970610-a	02152473-a
00971999-v	00918872-v
00971999-v	02128873-v
00971999-v	02154508-v
00972621-n	01119169-v
00973056-v	01950798-v
00972902-a	01535709-a
00974367-v	00975427-v
00974786-v	00913065-v
00974762-n	01121719-v
00974159-a	01639446-a
00976653-v	02554922-v
00978549-v	01009240-v
00979870-v	01009240-v
00981276-v	01493741-v
00981276-v	01494310-v
00980527-a	00982602-a
00983333-v	07085375-n
00986938-n	01133825-v
00986938-n	01135783-v
00986938-n	07302836-n
00987071-v	00965035-v
00988028-v	02699497-v
00988890-v	01688256-v
00988893-n	01049685-n
00988232-a	02412164-a
00988232-a	02562566-a
00990392-v	00280853-n
00990812-v	00897564-v
00993529-a	00685113-a
00996328-v	00205885-v
00996485-v	04217882-n
00998399-v	03924069-n
01000214-v	01082606-v
01000214-v	06647206-n
01001857-v	06507041-n
01001857-v	06508816-n
01002740-v	00523095-v
01002740-v	01151110-v
01002740-v	02267989-v
01002956-n	00879759-n
01003249-v	03925226-n
01004062-v	01111816-v
01007027-v	01691057-v
01007027-v	01698271-v
01007027-v	01699896-v
01007027-v	01705494-v
01009240-v	00024720-n
01009240-v	00650353-v
01009240-v	00720961-v
01009240-v	00746718-v
01009240-v	00878136-v
01009240-v	00917300-v
01009240-v	00928959-v
01009240-v	00952524-v
01009240-v	00953216-v
01009240-v	00978549-v
01009240-v	00979870-v
01009240-v	01016002-v
01009240-v	01019643-v
01009240-v	08168978-n
01009240-v	08178547-n
01009240-v	08654360-n
01009507-n	06667317-n
01008174-a	01439784-a
01009986-v	02015598-v
01010458-n	00660571-v
01009206-a	00103554-r
01009206-a	01010862-a
01009343-a	00102736-r
01009343-a	01010862-a
01011031-v	01016778-v
01010271-a	01013279-a
01010271-a	01730329-a
01012360-n	00031264-n
01010862-a	00102736-r
01010862-a	00103554-r
01010862-a	00228294-a
01010862-a	00254614-r
01010862-a	00506928-r
01010862-a	01009206-a
01010862-a	02202047-a
01010862-a	13597444-n
01010862-a	13846199-n
01010862-a	15265518-n
01012712-n	07939638-n
01013279-a	01010271-a
01013279-a	01730329-a
01013279-a	02618149-v
01013279-a	15267536-n
01015244-v	00664788-v
01015244-v	00922867-v
01015244-v	00923793-v
01015244-v	02137132-v
01015244-v	02148788-v
01015244-v	06733939-n
01013961-a	01578312-a
01016002-v	00746718-v
01016002-v	00917300-v
01016002-v	01009240-v
01016778-v	01011031-v
01016778-v	02373785-v
01017001-v	00977336-v
01017320-n	02453889-v
01017826-v	00754942-v
01019643-v	00746718-v
01019643-v	00890590-v
01020005-v	01024190-v
01020005-v	02118933-v
01020005-v	06765044-n
01020936-n	05962602-n
01021629-v	01203369-v
01023071-v	01024190-v
01023820-n	00515154-v
01023820-n	00577068-n
01023820-n	05701363-n
01024190-v	01020005-v
01024190-v	02676054-v
01024190-v	06333653-n
01024190-v	06766190-n
01024864-v	01629958-v
01026095-v	06333653-n
01026095-v	14438788-n
01026975-v	02210855-v
01027174-v	00182406-v
01027859-n	01030820-n
01028748-v	00789448-v
01028748-v	00913065-v
01028748-v	00971015-v
01028748-v	06333653-n
01028748-v	06796642-n
01029852-v	07202579-n
01030820-n	01027859-n
01032368-n	03028079-n
01034312-v	00813978-v
01034312-v	00943563-v
01036083-a	09620794-n
01037148-a	01036083-a
01037540-a	01034457-a
01037763-a	00104003-r
01037763-a	00181676-r
01037885-a	00948103-a
01037885-a	01568375-a
01038332-a	00948670-a
01038332-a	01567862-a
01038332-a	01861776-a
01038332-a	02988060-a
01041415-v	00346095-n
01041968-n	07186828-n
01044533-v	00909219-v
01044240-a	01634027-a
01047301-a	01729566-a
01049685-n	01332730-v
01048762-a	00013429-r
01048762-a	00064787-a
01051364-v	00945255-v
01051331-n	08621598-n
01050890-a	02022953-a
01052853-n	00406243-v
01057053-n	02611373-v
01057200-n	06755947-n
01057200-n	13777344-n
01057759-n	00838367-n
01058574-v	06765044-n
01059564-v	00800930-v
01060317-v	01060494-v
01060317-v	02199590-v
01060317-v	02235842-v
01060317-v	02316868-v
01060317-v	02339171-v
01060494-v	00732224-v
01060494-v	01733477-v
01060494-v	02199590-v
01060494-v	02316868-v
01060494-v	02339171-v
01060746-v	02200686-v
01061017-v	00943837-v
01061017-v	01061481-v
01061017-v	01449974-v
01059400-a	01564603-a
01061481-v	00024720-n
01061481-v	01061017-v
01061945-n	01018352-v
01062395-v	01607445-v
01062395-v	01931203-a
01063049-v	05814650-n
01061489-a	01528522-v
01061489-a	01624010-a
01061489-a	02494047-v
01063188-v	02327200-v
01064148-n	04081044-n
01062393-a	10628644-n
01064799-v	00967625-v
01065456-v	00939277-v
01065877-v	02202384-v
01066036-v	02210855-v
01065126-a	09893502-n
01067995-v	00789448-v
01068609-a	02529264-a
01072780-n	13986679-n
01072949-v	00556313-n
01072949-v	00557588-n
01072949-v	02370650-v
01072949-v	02418686-v
01072949-v	07007945-n
01075164-v	00241699-n
01076046-n	01862918-v
01077887-v	00185509-a
01078783-v	04679419-n
01081628-n	08049401-n
01082061-n	13930385-n
01081852-v	01082290-v
01082290-v	07999584-n
01083044-v	00613393-v
01083645-n	13289467-n
01083157-a	00515380-a
01083157-a	00522885-a
01083157-a	02300501-a
01085098-n	13809207-n
01087197-v	00154608-v
01086545-a	02076676-v
01089635-n	04840405-n
01089878-v	00031264-n
01090335-v	00953559-n
01090335-v	01170962-n
01091905-n	01096454-n
01091905-n	02260362-v
01091427-v	01170962-n
01091427-v	02407338-v
01092371-a	00632438-a
01094725-n	01096245-n
01094725-n	08061042-n
01095218-v	01181295-v
01095218-v	02670890-v
01095218-v	02709107-v
01095966-n	00577068-n
01095966-n	00955060-n
01095966-n	14008806-n
01096245-n	01094725-n
01096245-n	08061042-n
01097119-n	05996646-n
01097292-n	08424951-n
01099436-n	13333237-n
01100008-v	00432683-v
01100145-v	02288295-v
01099951-a	01103021-a
01103000-n	06677974-n
01101391-a	00487198-a
01101391-a	00783840-a
01101891-a	00526062-a
01103844-a	01104026-a
01104026-a	01104460-a
01104026-a	01678729-a
01104026-a	01853228-a
01104460-a	01104026-a
01104460-a	05818182-n
01106272-n	02964389-n
01105042-a	00505853-a
01105840-a	02988060-a
01106129-a	02725829-a
01108148-v	01108627-v
01108148-v	01809321-v
01108148-v	07475364-n
01108716-a	02809220-a
01111816-v	00043902-n
01111816-v	01004062-v
01111816-v	05737153-n
01111816-v	08272652-n
01111816-v	13594585-n
01113473-v	00127286-n
01113473-v	01904930-v
01114824-n	01117541-n
01113807-a	02403505-a
01116585-v	02707800-v
01117541-n	01114824-n
01119169-v	00972621-n
01120448-n	13278375-n
01121690-n	13282161-n
01121719-v	00974762-n
01121719-v	02475922-v
01121719-v	06561942-n
01123148-a	00011093-r
01123148-a	00064787-a
01123148-a	00106020-a
01123148-a	01129977-a
01123148-a	01983162-a
01123148-a	02036934-a
01123148-a	02273643-a
01123148-a	04849241-n
01124794-n	08050678-n
01123879-a	01278818-a
01125693-n	06535222-n
01125006-a	02558528-a
01125429-a	01069283-a
01126291-a	00054950-r
01128390-n	14442530-n
01129920-n	14515633-n
01129977-a	01123148-a
01129977-a	04849241-n
01129977-a	05159725-n
01131043-a	00745637-n
01133281-n	08381165-n
01133825-v	00378664-v
01134781-v	01137138-v
01134781-v	02484570-v
01135783-v	00986938-n
01135783-v	02402825-v
01135922-v	02182479-v
01136519-n	08008335-n
01137138-v	02484570-v
01144133-n	05794694-n
01148283-a	01048406-a
01150559-v	00749205-v
01150559-v	00760916-a
01151110-v	01156834-v
01151110-v	02267989-v
01152214-v	13939892-n
01152896-v	14428160-n
01153947-v	00120796-v
01153947-v	00149583-v
01153947-v	02210855-v
01155545-v	01969779-v
01155354-a	00091964-r
01155354-a	00744916-a
01156834-v	01214265-v
01156834-v	01733477-v
01156834-v	01842690-v
01156834-v	02077656-v
01156834-v	02108026-v
01156834-v	02203362-v
01156834-v	02204692-v
01156834-v	02205098-v
01156834-v	02378453-v
01156834-v	02630189-v
01156112-a	00148139-r
01158572-v	00947128-n
01158872-v	00158185-n
01158872-v	00414179-n
01158872-v	00765396-v
01158872-v	00947128-n
01158872-v	01158572-v
01158872-v	01165043-v
01158872-v	02561332-v
01158872-v	02676789-v
01158872-v	05149325-n
01158872-v	05149978-n
01160370-v	01494310-v
01165043-v	01158872-v
01166093-v	02204564-v
01166351-v	01168468-v
01168468-v	01166351-v
01170052-v	01171183-v
01170052-v	07885223-n
01168988-a	02760116-a
01170962-n	01090335-v
01171183-v	00748515-n
01171183-v	01170052-v
01171183-v	07885223-n
01170243-a	02273838-a
01178565-v	02200498-v
01178565-v	05021151-n
01181295-v	02540670-v
01182021-v	07800091-n
01182709-v	01063188-v
01182709-v	02327200-v
01182654-n	06649426-n
01182654-n	13943400-n
01184932-a	01193373-a
01186408-a	03665366-n
01187810-n	05837957-n
01187810-n	06551784-n
01188725-v	00023773-n
01188725-v	01825237-v
01188725-v	02627934-v
01188725-v	09367991-n
01188725-v	14449126-n
01189113-v	01188725-v
01190948-v	07491038-n
01191158-n	06551784-n
01190316-a	03665366-n
01190683-a	00462409-a
01190993-a	01186408-a
01192510-v	01820302-v
01192773-v	00149583-v
01192773-v	01848718-v
01193046-a	13983304-n
01195299-v	02191546-v
01195299-v	05715283-n
01198101-v	11508092-n
01199881-v	01182414-a
01199881-v	10276659-n
01199881-v	11473954-n
01200339-a	00434597-a
01201937-a	00363938-a
01204557-a	00356957-r
01204557-a	01210854-a
01206153-n	04877530-n
01206218-v	07409592-n
01206318-a	02440617-a
01206474-a	01212469-a
01206474-a	01215421-a
01206849-v	02676054-v
01207402-v	01976089-v
01207402-v	02287041-v
01207402-v	02305586-v
01207609-n	02735897-v
01207609-n	05154908-n
01207609-n	13265904-n
01207951-v	02840619-n
01207951-v	02849154-n
01209426-v	01767949-v
01209678-v	05566504-n
